826,57,2
640,33,3
2040,30,1
4182,54,1
156,2,3
1856,66,12
1812,94,1
834,36,1
322,20,1
826,58,2
1406,58,2
874,19,3
2798,3,1
640,86,1
1410,34,42
100,52,5
3268,69,4
3240,73,1
564,88,1
226,33,5
834,23,5
2510,30,4
2106,18,3
152,104,3
4140,63,2
1850,48,1
874,96,1
1356,57,10
1966,26,1
754,66,1
3090,37,57
538,78,2
1388,23,2
760,2,4
1182,9,11
834,103,1
834,54,1
1870,18,1
70,2,5
1410,2,163
1358,33,2
3988,101,1
1288,80,1
2944,18,1
524,92,8
2162,30,3
2052,64,1
4204,9,1
202,65,4
3760,63,1
1034,78,1
1358,10,198
2148,99,1
832,96,4
2100,4,397
2820,83,1
632,50,1
160,53,2
70,66,1
1744,54,1
2162,8,23
2040,52,1
100,85,1
156,70,2
2564,2,2
1870,39,1
2242,73,1
754,2,23
244,52,3
662,86,1
1312,48,7
1356,64,6
1862,48,3
1076,28,1
2834,86,2
2346,5,1
202,21,1
1744,7,6
2076,32,3
160,63,1
1084,91,6
1178,87,1
1966,71,3
874,46,2
2628,38,1
2628,55,1
212,5,52
832,91,3
834,35,1
3828,6,3
136,62,1
1696,48,6
4222,2,1
826,9,2
2102,67,1
4140,86,1
140,71,2
2352,5,2
3374,2,1
62,81,2
2152,55,2
1034,40,2
152,82,3
2226,18,1
1978,56,1
1210,87,2
212,83,16
3426,8,1
2102,81,2
624,92,2
202,56,2
350,105,1
2686,56,2
1288,41,2
788,88,3
202,15,6
398,52,1
3588,54,1
834,7,1
1210,7,2
266,15,2
2100,3,107
202,77,5
3864,20,1
4368,92,2
832,46,4
1590,50,2
2100,14,109
832,73,11
198,92,1
1450,101,1
1084,46,1
2416,82,1
3456,95,1
662,63,1
1952,15,1
1388,7,1
2226,39,1
2250,3,11
1108,99,3
1952,77,4
1356,27,15
2048,42,1
638,33,3
834,28,1
1410,78,6
202,71,2
1312,49,2
244,10,4
226,52,1
70,78,2
1744,97,3
832,18,3
382,7,2
538,2,134
222,5,2
1450,32,1
3672,51,4
350,50,1
2628,27,1
1410,100,2
244,98,2
322,83,1
1880,95,1
1312,58,1
212,12,7
538,34,122
872,75,6
2152,27,3
662,8,1
908,2,1
1590,105,1
152,32,1
2162,86,7
832,102,2
1034,89,1
4368,84,10
1312,60,3
372,96,6
2346,20,1
3540,73,2
2798,50,1
564,81,2
1674,86,1
2052,55,1
322,5,1
524,62,40
222,83,1
1926,80,1
1358,24,16
644,62,1
1288,75,3
2028,15,2
2564,100,2
524,94,3
1966,56,2
134,81,2
4222,40,2
644,94,1
2102,22,4
1744,28,2
632,3,2
244,33,8
2102,45,7
826,48,7
140,56,3
1696,9,7
464,48,1
1946,53,1
638,10,2
1034,2,1
1850,60,1
110,58,1
226,85,1
2416,32,2
1356,38,1
2098,25,4
1460,25,3
874,18,1
140,77,6
2628,106,1
3784,101,2
2040,33,2
2820,20,1
1356,55,4
372,73,1
62,88,1
1312,9,11
1216,51,3
316,51,6
4416,65,1
4076,86,1
492,101,1
2242,18,6
3864,5,1
136,92,4
1952,26,3
132,51,3
1438,22,2
4412,2,13
3820,33,1
2242,102,1
2162,63,6
3240,39,1
4204,48,4
448,20,2
1092,63,2
156,51,5
122,9,29
202,26,2
624,62,1
3820,10,1
1452,25,1
2732,52,1
1696,60,6
2834,29,4
2242,39,1
534,59,1
1178,79,3
1850,9,1
662,29,2
638,93,1
212,20,20
1696,49,4
834,79,5
132,90,23
2352,20,1
110,9,1
316,90,6
2100,69,11
982,2,1
2928,26,1
2764,9,1
1696,58,11
198,99,2
2844,60,1
1216,90,3
4140,8,2
198,94,2
2152,57,1
3174,55,2
226,51,1
3240,23,2
834,46,2
524,5,15
834,73,3
728,9,3
510,29,1
202,88,3
2106,79,3
2834,40,1
1312,25,3
3172,71,2
3240,36,1
1862,25,4
662,40,1
382,102,2
788,77,2
2416,50,1
888,30,1
72,78,1
1744,91,2
3862,22,2
3240,103,1
1084,7,41
1422,33,4
134,65,1
3240,54,6
3426,2,1
1952,88,1
872,27,1
70,29,3
1288,106,10
2436,9,1
1410,29,41
832,7,2
152,59,3
2076,105,1
1034,63,2
4222,30,1
1006,9,1
2536,60,1
222,99,1
1966,95,1
222,94,1
874,7,2
614,100,1
524,83,38
1288,27,5
1460,60,1
536,50,1
832,87,4
1744,46,1
152,50,4
982,86,1
1666,8,1
2818,98,1
2242,23,7
996,2,2
4246,29,3
4222,8,3
754,29,3
1356,74,2
2242,36,3
1602,9,1
834,91,1
1450,50,3
3728,86,1
832,35,8
3586,64,2
1288,57,7
754,8,5
3240,35,2
2436,60,1
874,23,2
1216,52,1
624,5,1
1174,2,1
2472,63,2
132,52,10
3644,72,205
3644,102,1
136,20,2
1356,80,5
202,45,1
480,67,1
2162,2,2
2686,45,1
1092,2,1
316,52,8
2564,8,1
1946,2,1
1150,50,1
3240,87,2
2242,7,5
134,56,1
544,99,1
2028,81,1
4368,5,1
244,70,8
1926,38,5
872,64,3
134,15,2
156,52,3
1438,26,8
1674,66,3
2436,49,2
3760,40,1
134,77,1
728,60,1
760,8,4
70,8,9
2162,66,1
2800,48,1
1602,60,1
156,85,3
1410,8,23
1416,5,3
140,67,2
638,70,3
212,92,6
832,103,4
538,53,19
832,54,6
3784,3,135
1288,64,1
3736,74,1
3858,38,1
670,26,1
3784,14,127
832,36,13
1504,68,41
2928,22,2
1744,96,2
3196,48,1
2312,9,8
2242,35,3
1460,9,7
1978,45,3
872,57,2
2352,92,2
2076,14,1
70,30,3
3588,73,1
1674,2,3
64,73,1
3004,26,2
3250,56,1
832,23,6
1124,57,1
1696,25,3
610,48,1
1406,25,1
826,25,5
610,9,1
1966,45,1
832,79,7
464,25,2
2944,7,1
1628,60,1
3588,18,1
1554,2,1
538,29,40
3240,28,1
760,63,6
70,63,1
3196,9,1
1926,27,3
1034,76,14
3728,8,1
2416,3,1
2106,7,2
2242,97,2
4008,27,1
2102,56,1
372,87,1
140,45,3
3642,79,1
2800,9,4
1422,52,1
3644,91,6
1966,22,4
2226,23,2
1812,67,1
644,20,6
2564,63,1
1978,81,3
4416,45,1
3240,97,5
3588,39,1
2906,29,1
524,20,104
4140,66,1
4412,8,12
1092,40,1
682,7,1
132,93,5
2162,40,17
2226,36,4
3090,6,64
566,9,3
2686,67,1
266,67,1
638,42,2
1034,29,1
614,2,1
3988,105,1
2820,62,1
3586,38,1
2102,21,12
244,51,3
2242,28,1
3760,2,2
610,49,2
3196,58,2
152,105,1
132,33,1
292,73,2
2226,7,1
1288,37,7
316,33,4
1744,102,1
136,83,2
3784,59,2
2028,88,6
3004,77,2
210,29,1
874,28,1
70,86,3
2242,79,1
1034,8,6
3172,21,1
160,2,1
640,2,1
398,90,2
156,33,12
1108,5,1
1124,55,1
2798,101,1
834,39,4
2564,53,3
1182,25,1
382,91,1
610,60,1
1744,18,2
832,97,6
872,55,2
2442,55,3
1034,30,3
4222,63,2
368,7,9
2102,65,1
212,94,3
2436,48,2
2416,105,2
212,99,57
2106,54,1
624,20,4
2944,23,1
1674,100,1
3172,15,2
376,45,1
3644,19,246
886,9,1
2798,82,2
1288,55,9
212,62,14
662,2,1
3172,56,1
134,26,1
1288,38,11
398,51,5
1438,15,1
2692,67,1
198,20,1
832,28,2
2076,50,4
1356,75,4
538,8,35
2340,7,1
1548,38,1
3540,7,1
126,71,1
2106,23,1
834,18,1
132,10,1
1210,18,1
3784,50,1
1926,57,5
316,98,1
132,98,4
3240,79,3
3784,69,5
1108,83,2
1410,53,14
1216,53,1
2858,57,1
152,102,1
244,78,4
4076,42,1
1926,58,1
1628,27,1
70,10,2
832,32,1
1410,10,1
534,54,1
1744,105,1
1856,86,1
2436,38,2
70,98,4
1288,48,18
524,45,23
316,53,3
624,88,2
132,53,13
226,66,1
1450,18,2
644,45,1
3196,64,1
644,22,1
538,85,6
2102,99,1
2346,15,2
2102,94,5
1034,52,6
2798,35,5
524,22,2
754,33,38
1926,60,1
136,67,3
2102,62,1
4368,88,3
640,70,1
2106,104,1
1358,89,1
152,18,16
110,80,4
2416,39,1
2416,102,5
1602,55,2
1696,41,3
108,83,2
1312,80,8
834,105,2
1358,34,20
2800,57,3
1696,74,4
2028,20,1
510,33,1
398,40,2
1450,39,1
212,65,32
566,64,4
2564,10,3
4256,38,2
1034,85,1
1410,33,1
3224,18,4
638,78,2
1358,2,30
1178,105,1
3056,2,1
610,57,1
4210,52,1
70,33,1
4172,10,2
2250,54,2
2100,23,12
872,48,1
1422,29,2
3196,57,1
638,100,8
2416,18,5
1388,105,1
98,9,2
908,52,1
316,86,4
152,39,1
2798,54,3
136,95,2
1422,8,3
1856,63,2
3004,62,1
202,5,10
4368,22,2
4008,9,1
212,21,90
524,88,36
3374,10,1
1182,75,2
812,9,1
1926,9,2
4140,70,1
1388,3,4
2250,7,1
1978,83,2
2162,42,2
2798,23,2
3472,8,1
2200,8,1
834,3,3
4368,45,1
2944,82,1
1928,7,1
70,93,1
2818,8,1
1696,80,1
610,27,4
212,15,69
544,26,68
3172,94,1
212,77,24
98,60,1
110,41,1
2098,38,1
202,83,2
212,56,43
156,63,1
1744,14,2
2686,83,1
2336,73,1
916,65,1
266,83,1
1356,25,9
3644,69,15
566,27,1
3728,85,1
2052,25,1
2800,106,4
2106,101,1
2564,93,1
754,93,36
132,63,1
1108,95,1
316,63,4
3456,94,2
3240,32,9
244,40,4
4256,57,1
132,30,16
3240,101,1
2800,55,3
378,94,1
316,30,8
2800,38,1
2162,70,5
156,8,1
1410,85,3
230,9,1
4172,52,1
788,94,2
2028,5,2
212,71,33
1216,30,5
322,15,8
1966,5,1
156,30,2
2564,52,1
1312,75,3
316,8,7
3196,55,1
538,10,17
2040,2,1
4246,52,1
4412,93,23
832,104,5
132,8,20
140,5,3
624,81,2
610,38,1
1216,8,1
632,7,2
2102,92,2
244,2,2
872,60,2
510,52,1
3586,9,1
152,19,6
198,67,3
754,85,1
2536,27,2
2346,26,1
1034,98,12
3644,4,336
2436,57,2
3268,7,3
566,38,1
638,2,3
1034,10,1
1288,60,1
524,95,6
100,2,1
874,104,1
82,9,1
1422,63,1
3864,65,2
1926,48,2
226,100,1
244,66,2
2242,101,1
2200,63,1
3588,50,1
1288,58,5
140,83,2
480,5,4
2906,10,1
70,52,1
2040,66,1
4204,74,1
1590,23,1
1850,75,1
2076,18,2
1798,106,1
1452,106,2
1450,91,1
1210,50,1
2472,10,4
872,9,6
3864,21,6
2834,51,1
3374,85,1
132,76,14
1124,9,4
662,51,2
966,2,2
316,76,3
834,69,1
640,42,1
398,2,1
2732,100,3
230,60,1
544,15,12
2488,33,1
210,10,3
3426,70,2
212,26,21
826,74,1
152,91,1
728,27,1
3784,102,4
2242,104,2
3312,9,1
134,99,11
544,56,1
1744,59,1
524,81,29
1590,7,2
2076,102,1
644,81,3
1178,50,2
1978,20,8
398,66,1
3586,49,3
1696,75,6
3644,14,163
2686,20,3
202,20,2
376,5,8
3784,39,1
316,29,1
3090,25,3
3864,56,4
4256,27,1
1422,86,1
2098,64,2
1882,63,1
632,103,2
3172,92,1
152,73,4
886,38,1
1182,80,1
2798,97,2
834,59,3
1288,9,5
2818,86,1
1028,32,2
4412,33,18
3644,3,158
874,82,1
198,95,1
888,85,1
2686,7,1
834,15,5
266,7,1
202,7,8
2312,53,1
2756,102,1
4416,28,1
1744,21,2
1076,26,1
916,105,1
4368,32,6
788,46,1
1696,66,2
2250,5,1
382,71,1
412,62,1
134,19,3
832,88,3
544,50,2
1952,7,1
1356,51,7
82,33,2
1388,15,1
4412,60,7
624,32,3
1422,57,3
2100,5,107
1182,100,1
538,9,29
2242,45,1
544,69,43
2928,7,5
136,104,1
1034,9,1
212,14,48
1966,28,2
1006,63,1
2106,67,1
2352,3,2
226,41,1
1696,2,6
202,35,1
108,23,3
2692,54,3
834,21,1
1356,42,3
1356,90,5
1798,63,1
1674,25,4
1744,15,3
682,81,3
1358,6,46
202,87,10
982,60,1
826,40,2
212,3,73
3004,18,1
2346,105,1
1602,63,1
1978,7,4
1358,74,1
2352,14,1
2416,62,1
4412,9,3
3426,25,1
3862,7,1
1926,85,1
826,78,2
2102,39,2
1084,22,1
538,60,15
212,105,4
2472,9,1
322,50,1
136,101,2
62,102,1
1978,54,1
2346,3,1
122,2,27
872,10,16
2148,104,1
1288,33,6
1108,82,2
3250,91,3
110,66,1
122,34,20
222,59,1
832,45,3
754,48,1
1312,2,4
1504,19,41
156,37,1
244,75,8
524,32,101
1882,57,2
226,80,1
134,73,15
2242,88,5
644,32,8
1978,23,1
1856,38,2
2692,7,1
210,9,1
4246,48,2
1142,78,1
1744,65,1
132,38,5
92,50,1
110,2,1
266,23,1
152,62,1
1034,49,1
316,55,7
2686,23,2
134,91,1
132,55,5
3472,27,3
2102,18,3
316,38,4
108,35,1
152,99,1
202,36,4
1216,55,2
2488,9,1
2436,53,1
1216,38,1
982,9,1
1242,7,1
2944,95,3
1034,58,9
1182,40,2
202,103,2
156,38,2
70,48,2
1108,101,2
1422,27,3
1124,33,3
1288,98,1
156,55,3
3196,30,2
62,39,1
2686,54,4
4256,86,1
4416,79,1
874,22,1
1288,10,16
1312,66,4
322,59,2
1450,99,1
1926,52,5
872,33,1
2882,80,1
4138,78,1
832,81,1
110,40,2
156,106,1
4416,36,1
564,102,1
3436,86,4
1410,9,36
4416,23,1
640,25,2
760,9,5
134,39,1
1182,2,2
222,105,1
3196,63,1
70,9,5
108,97,3
448,50,1
252,101,1
480,36,1
2102,46,9
1668,70,3
544,14,4
316,106,5
212,59,28
2488,48,1
132,106,1
2102,73,4
1216,106,4
1744,26,5
2106,88,1
4222,49,2
524,82,40
244,41,1
4416,54,1
2800,63,5
2312,8,2
2686,79,1
4368,104,1
1460,8,7
644,82,5
3672,64,14
3644,15,1
448,59,2
140,54,5
2564,9,5
100,74,2
316,27,19
3864,14,1
644,101,2
132,27,4
212,50,19
62,73,1
2028,36,1
376,7,9
524,101,1
322,105,1
2028,23,2
1216,27,2
754,9,26
1966,23,2
134,18,3
2436,76,1
212,69,6
748,35,1
1422,55,2
398,80,4
2834,25,4
1696,100,2
1312,40,19
140,23,1
1006,29,1
3596,40,3
1696,78,2
2242,95,1
564,39,1
3864,3,6
3436,53,1
2028,54,1
202,97,1
70,58,2
2820,59,1
1744,71,1
1288,52,6
1696,40,33
1312,100,2
4416,35,5
316,57,11
398,41,1
3864,105,1
1050,78,1
4368,82,1
3436,63,1
1926,98,4
3196,86,1
524,104,9
2102,96,3
322,14,1
2928,28,1
1966,7,3
1006,8,1
3240,67,3
1978,28,1
1410,60,1
760,60,4
2346,50,1
70,60,3
122,78,2
322,3,4
632,5,2
1406,2,2
2102,19,1
826,2,2
1034,48,12
156,57,2
480,35,1
754,58,1
3672,27,19
244,80,2
152,92,1
382,15,1
132,64,5
624,101,1
140,87,1
2436,30,3
372,45,4
92,14,2
1216,64,4
202,28,4
1850,100,1
834,71,3
728,8,2
2564,58,1
198,101,4
1856,57,4
4008,33,1
378,18,4
754,60,8
826,66,4
1926,33,1
888,9,2
156,64,9
140,35,4
832,95,10
4172,58,1
464,66,1
748,103,1
1124,52,2
1952,28,4
2100,31,1
1288,85,4
1356,70,5
788,18,2
1812,28,1
222,3,7
134,3,3
1696,51,3
2982,64,1
4222,27,1
624,7,2
2052,66,1
834,92,3
2100,22,20
1288,30,3
826,70,2
1882,48,1
2800,10,34
198,7,6
908,55,1
2436,85,2
2564,57,2
640,75,2
670,69,2
1504,4,6
1288,8,3
754,57,1
1356,66,2
202,32,1
134,14,2
304,93,4
1856,60,2
1354,9,2
3142,79,1
1438,69,11
3240,5,22
788,105,1
2416,71,1
1880,105,1
198,87,1
1978,32,9
644,23,1
1416,7,5
624,35,1
316,60,2
2628,40,1
524,23,18
510,57,1
156,58,4
1124,8,1
2052,2,1
524,36,59
378,105,1
1966,101,2
1216,60,1
2436,52,1
2982,57,1
2844,42,1
316,58,6
524,103,10
524,54,3
1356,2,15
3864,39,7
4368,35,1
132,58,1
2076,15,1
644,54,1
3196,33,1
544,102,1
132,49,4
70,57,3
1034,38,1
2798,88,1
1696,90,7
886,93,2
2076,56,1
1034,55,1
212,96,85
3672,9,1
644,7,1
110,51,5
2162,74,3
4222,64,2
524,7,19
1966,104,1
1312,90,13
372,20,1
510,27,1
1926,63,3
1354,58,1
788,3,1
872,29,1
1880,3,5
448,46,2
1410,27,1
1084,5,24
322,39,2
152,26,2
832,5,9
1946,74,1
212,91,40
140,104,2
2148,79,2
1320,7,1
1288,29,1
4368,103,2
212,46,66
4416,104,1
198,54,2
212,73,2
198,103,3
2102,59,1
524,35,49
2944,20,2
156,9,3
244,47,1
350,45,1
136,97,7
4222,57,2
832,83,2
624,54,1
198,23,1
252,7,1
754,27,1
624,103,3
3596,51,1
524,87,15
1312,51,7
2106,20,3
1216,9,1
322,18,1
2798,45,1
2076,65,2
4204,70,1
132,9,10
316,9,10
110,90,2
834,94,2
1210,94,1
524,97,26
3240,20,2
1288,53,1
834,99,1
3784,26,2
132,48,5
2798,67,1
510,38,1
212,102,27
2352,18,1
200,5,1
70,55,1
662,80,1
1182,42,2
2800,85,1
1108,7,3
1182,90,4
70,38,10
1034,57,1
212,18,39
134,50,1
1312,70,14
3090,89,16
368,5,8
4412,27,10
92,73,4
1926,8,11
3142,35,1
448,18,1
2436,33,1
3172,14,1
1356,100,3
152,65,1
2472,106,1
1452,10,1
1460,93,10
524,28,11
1356,78,1
136,7,3
108,101,4
98,29,1
3644,44,203
134,59,2
1182,51,4
1744,99,1
1006,10,2
1422,9,2
1602,10,3
1108,35,1
212,39,55
1978,104,3
1450,65,3
1926,30,1
1288,86,5
908,57,1
2102,105,2
3472,9,2
3172,3,4
1034,64,1
538,27,1
1358,47,156
682,83,1
624,97,2
2756,105,1
872,63,7
2628,2,1
2346,39,1
2820,18,1
2040,25,2
1460,33,6
1124,63,2
350,95,2
2102,3,1
2416,15,9
136,23,5
3172,105,2
2102,14,1
2296,80,1
2106,5,1
2028,32,4
1356,40,3
916,18,1
1666,38,1
524,79,22
1926,29,2
2076,71,1
2152,2,2
136,54,1
1978,101,2
152,56,1
4182,77,2
1978,82,6
2382,2,1
1354,48,1
3586,86,1
1108,54,1
2346,18,1
1108,103,1
706,36,4
624,28,5
2100,67,27
152,77,3
544,91,2
1696,70,10
3224,21,2
2818,60,1
1108,23,2
1450,56,1
2148,87,1
100,25,1
1288,63,11
638,25,2
2382,34,2
464,51,3
826,51,7
3240,12,1
1926,76,1
1450,77,2
832,20,7
3240,92,3
244,9,4
1108,18,4
1696,33,3
610,42,3
1450,81,4
3174,8,1
212,7,91
3784,22,238
108,105,4
2928,14,2
222,97,1
1410,74,20
136,39,1
3864,79,1
62,82,1
1356,76,2
4204,52,2
2798,65,2
2076,45,2
524,91,8
1050,93,1
398,58,1
2416,67,1
1312,93,6
534,77,1
3224,67,1
448,35,1
2844,33,1
230,2,1
2102,101,1
564,32,2
2352,87,2
110,93,1
624,19,4
4140,37,1
2296,55,1
2628,53,3
322,97,1
2250,56,1
644,73,1
1666,80,1
1108,39,13
2732,48,1
202,14,3
1182,52,3
834,5,1
524,73,3
212,35,42
852,106,1
2312,70,1
202,3,4
3760,38,1
136,18,2
4368,19,1
2352,35,1
1356,29,4
2242,92,4
2162,106,1
1696,98,3
198,19,1
638,9,11
448,7,1
2416,81,2
1388,5,1
2564,74,3
82,2,1
916,54,1
4182,67,1
1926,40,5
212,87,17
3266,58,1
298,70,1
2510,57,2
682,99,1
3436,42,2
2436,70,1
4416,50,1
244,58,6
1312,98,23
266,105,1
98,40,1
244,49,1
2152,63,1
2336,45,1
1416,46,7
1356,8,6
448,103,2
1050,10,1
916,7,1
2346,87,1
448,54,1
140,59,1
544,28,61
2798,56,3
1952,105,1
368,84,14
872,2,1
3784,88,2
122,10,27
1674,57,1
1966,59,1
1668,29,1
66,55,1
1356,30,2
2040,60,1
212,36,100
1288,2,17
1850,10,1
638,60,3
100,60,2
662,38,2
2944,62,1
70,80,1
662,55,1
1966,50,5
2352,54,1
2944,94,1
4256,70,1
1870,94,1
212,23,52
1092,57,1
3644,31,35
1946,57,1
3472,25,1
2102,104,1
4368,46,15
212,103,55
1928,65,1
212,54,24
198,73,3
3730,9,1
1548,2,1
198,46,5
826,52,3
140,50,1
322,79,2
2346,7,3
2094,99,1
624,102,1
322,23,4
1288,40,3
1696,52,9
538,74,2
376,14,1
4222,75,2
1856,25,14
1966,105,2
3644,5,158
3240,99,2
2296,57,1
2028,105,2
1210,20,1
212,79,20
376,3,8
322,54,3
322,103,1
640,27,1
1084,84,21
266,59,1
202,59,7
1356,63,4
1452,90,1
1108,96,1
1182,33,29
824,8,5
156,25,3
202,69,3
1358,9,55
662,27,4
222,36,2
3056,9,1
222,23,3
1150,22,1
198,39,1
98,2,2
2148,73,1
2416,88,2
3864,35,1
316,25,1
1034,41,7
132,25,17
2278,104,1
2336,67,1
226,9,2
1108,19,1
886,70,1
1216,25,1
134,104,2
2242,94,1
3198,93,2
544,7,29
624,39,8
2242,99,2
1092,38,1
3784,81,7
2162,38,12
524,102,4
2800,70,2
826,10,10
1926,34,1
2076,81,1
2692,59,1
110,52,2
3760,106,1
2162,55,5
212,97,24
1668,63,1
1312,85,24
872,78,2
122,85,1
3196,70,1
108,59,1
1354,25,4
62,32,1
348,9,1
2732,9,1
134,101,2
1356,53,3
3586,40,1
812,2,1
1926,2,7
1450,45,1
644,18,1
852,38,2
1410,75,2
640,64,1
70,75,1
4008,2,1
544,23,29
2152,29,1
1850,52,1
564,82,1
524,18,6
212,28,34
3174,63,1
1966,14,2
378,104,2
1356,86,3
140,3,6
1870,92,1
3224,45,1
222,35,3
1092,37,2
3142,73,1
788,104,1
3864,23,1
1312,52,3
832,94,1
1050,52,1
832,99,5
66,57,1
464,33,1
1926,89,1
826,33,5
2692,50,6
1084,99,5
644,39,6
140,14,1
1966,3,1
832,62,6
1288,78,3
524,39,30
3588,20,2
2028,3,2
322,101,1
136,50,1
524,105,6
728,100,3
1696,76,94
2052,33,2
134,87,1
378,36,1
160,49,3
2928,19,2
3240,56,2
160,58,1
1416,14,3
826,86,1
110,30,1
1416,3,3
1744,22,7
2102,28,1
212,32,33
244,38,4
1926,70,2
788,54,1
610,2,1
244,55,5
72,9,1
2040,55,1
1356,33,8
3680,7,1
1320,105,2
3196,2,2
3142,59,1
640,60,1
706,59,1
3784,5,136
662,60,1
834,45,1
614,9,1
1452,78,2
108,73,7
1696,29,8
448,32,3
1356,98,2
2162,48,2
3090,24,57
132,75,10
4182,31,1
226,64,1
764,103,1
1356,10,11
1862,8,1
3596,8,2
2818,74,1
1312,8,129
316,75,4
2834,58,1
4256,100,2
122,8,7
624,3,4
134,7,9
1422,74,1
2076,83,2
826,53,3
1312,30,24
3056,64,2
4368,14,1
2242,77,1
3680,35,1
1050,30,1
2102,97,4
2100,44,21
1210,22,2
764,23,1
832,65,1
398,38,2
1288,51,1
874,56,1
70,25,1
1668,10,5
624,105,3
760,25,4
3240,65,3
640,9,1
2416,20,7
1410,25,15
788,35,2
122,29,8
1696,30,1
3730,37,2
140,18,3
826,63,2
1744,88,1
4204,53,5
1084,21,8
3312,42,1
886,66,1
2798,92,2
1978,46,15
202,91,4
1966,18,9
3456,97,1
1862,29,4
1978,73,1
3596,29,4
1050,29,1
670,28,1
832,21,1
134,36,13
1696,8,16
544,101,1
834,88,1
98,70,1
544,82,2
754,25,13
2102,79,5
788,7,3
3730,55,1
152,20,4
1880,7,1
1628,66,1
4182,20,2
524,14,2
266,73,3
2148,50,2
202,73,6
2704,9,1
3174,10,6
3266,55,2
108,19,1
1438,28,8
1182,53,1
1312,76,15
2928,91,1
1744,61,1
524,3,30
2242,65,2
872,51,19
2028,39,1
644,3,1
3680,36,1
4076,48,1
632,99,2
832,77,1
1450,20,1
662,9,1
832,56,3
886,2,1
2834,9,2
3644,67,35
1288,90,2
3736,10,2
156,80,5
3250,79,2
1092,60,1
1438,7,2
110,53,1
1978,39,6
212,104,10
3680,79,1
226,37,1
140,91,1
2102,54,1
1946,58,1
2242,26,1
198,59,1
3172,7,2
852,58,1
1416,50,1
3426,9,1
3192,66,1
4412,25,12
132,80,2
